surveyID,samplingPerformedByID,verbatimSiteNames,verbatimSiteDescription,reportedWeather,isSamplingEffortReported,hasMaterialSamples,eventID,verbatimTargetScope,protocolNames,protocolDescriptions,protocolReferences,isAbundanceReported,materialSampleTypes
P119.2A,P119,DOFAtlasIIIQuadrantID: 4659,land cover: urban | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P119.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P119.2B,P119,DOFAtlasIIIQuadrantID: 4659,land cover: urban | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P119.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P240.2A,P240,DOFAtlasIIIQuadrantID: 4659,land cover: urban | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P240.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P240.2B,P240,DOFAtlasIIIQuadrantID: 4659,land cover: urban | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 15-19,True,True,P240.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P120.1A,P120,DOFAtlasIIIQuadrantID: 3593,land cover: wet | subland cover: lake,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P120.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P120.1B,P120,DOFAtlasIIIQuadrantID: 3593,land cover: wet | subland cover: lake,Wind: Light Breeze 1.6-3.3 | Temperature: 25-30,True,True,P120.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P120.2A,P120,DOFAtlasIIIQuadrantID: 3583,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 25-30,True,True,P120.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P120.2B,P120,DOFAtlasIIIQuadrantID: 3583,land cover: forest | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P120.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P121.1A,P121,DOFAtlasIIIQuadrantID: 4585,land cover: urban | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 25-30,True,True,P121.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P121.1B,P121,DOFAtlasIIIQuadrantID: 4585,land cover: urban | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P121.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P121.2A,P121,DOFAtlasIIIQuadrantID: 4584,land cover: dry | subland cover: pasture,Wind: Moderate breeze 5.5-7.9 | Temperature: 20-25,True,True,P121.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P121.2B,P121,DOFAtlasIIIQuadrantID: 4584,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 25-30,True,True,P121.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P122.1A,P122,DOFAtlasIIIQuadrantID: 2322,land cover: dry | subland cover: moor,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P122.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P122.1B,P122,DOFAtlasIIIQuadrantID: 2322,land cover: dry | subland cover: moor,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P122.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P201.1A,P201,DOFAtlasIIIQuadrantID: 2322,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 15-19,True,True,P201.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P201.1B,P201,DOFAtlasIIIQuadrantID: 2322,land cover: dry | subland cover: moor,Wind: Gentle breeze 3.4-5.5 | Temperature: 15-19,True,True,P201.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P122.2A,P122,DOFAtlasIIIQuadrantID: 2381,land cover: dry | subland cover: pasture,Wind: Light Breeze 1.6-3.3 | Temperature: 25-30,True,True,P122.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P122.2B,P122,DOFAtlasIIIQuadrantID: 2381,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P122.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P123.1A,P123,DOFAtlasIIIQuadrantID: 2455,"land cover: wet | subland cover: beach meadow, meadow",Wind: Gentle breeze 3.4-5.5 | Temperature: 25-30,True,True,P123.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P123.1B,P123,DOFAtlasIIIQuadrantID: 2455,"land cover: wet | subland cover: beach meadow, meadow",Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P123.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P232.1A,P232,DOFAtlasIIIQuadrantID: 2455,"land cover: wet | subland cover: beach meadow, meadow",Wind: Light Breeze 1.6-3.3 | Temperature: 25+,True,True,P232.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P232.1B,P232,DOFAtlasIIIQuadrantID: 2455,"land cover: wet | subland cover: beach meadow, meadow",Wind: Light Breeze 1.6-3.3 | Temperature: 25+,True,True,P232.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P123.2B,P123,DOFAtlasIIIQuadrantID: 2445,"land cover: agriculture | subland cover: intensive agriculture, semi-intensive agriculture",Wind: Gentle breeze 3.4-5.5 | Temperature: 25-30,True,True,P123.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
